m,n,m/n,nClass,meanAll,avgSTDAll,entropyClass,Q75,Q25,Q75-Q25,ChiClass,avgChiAll,medChiAll,stdChiAll,minChiAll,maxChiAll,avgPearCorrClass,avgPearCorrAll,avgKendCorrClass,avgKendCorrAll,avgSpeaCorrClass,avgSpeaCorrAll,avgCovClass,avgCovAll,avgKLNormAll,avgKLUnifAll,avgKLLogiAll,avgKLExpoAll,avgKLChiAll,avgKLRaylAll,avgKLParetAll,avgKLZipfAll,KLNormClass,KLUnifClass,KLLogiClass,KLExpoClass,KLChiClass,KLRaylClass,KLParetClass,KLZipfClass,radComClass,class
696,65,10.70769231,3,0.489102844,0.117143033,6.440051758,2,1,1,263.5294118,20.20503599,19.09921278,5.937804908,7.126542786,35.93477674,-0.008906619,0.599062168,0.005669446,0.429641151,0.002803537,0.566644166,0.008442612,0.008360754,0,0,117.7764003,2059.400973,0,0,-284.1432045,604.0914634,-247.6264067,780.5249344,-493.3784183,-114.2225701,110.307152,2029.157637,-434.6217378,72.17435075,0.107758621,0.533229814
696,65,10.70769231,3,0.433135252,0.123293738,6.440051758,2,1,1,263.5294118,25.18070984,26.53321331,6.473621644,9.211810532,35.91893629,-0.029482266,0.639381538,-0.011315998,0.47855234,-0.019462428,0.623176935,0.005943494,0.009833377,0,0,63.76579934,2000.070169,0,0,-254.2496222,767.4660313,-280.4185688,669.4483768,-458.1215222,-95.38989363,70.49560311,2058.859098,-410.9554358,137.5448914,0.112547893,0.488716356
696,65,10.70769231,3,0.42847762,0.109147927,6.440051758,2,1,1,263.5294118,20.38813343,20.03055515,6.190180616,9.671197941,36.03243663,0.065184346,0.674336504,0.035948373,0.526003357,0.041941481,0.67317297,0.014781037,0.008011882,0,0,49.38268815,1965.284542,0,0,-258.66871,699.3571632,-271.4473549,715.6966768,-458.4883522,-89.73833479,50.60560582,2037.580066,-417.9412362,48.94526685,0.105842912,0.455445135
696,65,10.70769231,3,0.448891287,0.103523223,6.438516343,3,1,2,268.4675325,17.35087675,16.20233828,5.818029602,8.971913731,31.42477582,-0.023265444,0.742325678,0.009350339,0.508660736,0.007754866,0.654291638,0.006997787,0.007892049,0,0,59.81254685,2026.963503,0,0,-260.901553,789.5458128,-290.2006673,685.1386856,-463.4201358,-56.94228242,91.77195967,2150.789742,-405.1315122,176.8513899,0.100574713,0.362070393
696,65,10.70769231,3,0.453870882,0.125044845,6.437042634,3,1,2,273.2387097,24.08024431,23.23441489,3.054922015,18.50540678,31.23656906,0.006078671,0.818395022,0.012532522,0.652757463,0.01269371,0.805516215,0.009829155,0.012839549,0,0,84.45458691,2123.997212,0,0,-267.1780124,712.0793063,-297.0738889,664.0108079,-483.0864524,-94.44897346,62.67535942,2084.745092,-392.6513269,244.5575942,0.105842912,0.383519669
696,65,10.70769231,3,0.416323274,0.147594409,6.438516343,3,1,2,268.4675325,36.9065012,38.33767096,7.082569674,24.15009266,50.19860833,-0.068716374,0.775717451,-0.036477122,0.606317337,-0.051244846,0.760586563,0.000785324,0.016889748,0,0,52.65123252,2047.307771,0,0,-286.3845206,718.9422856,-269.946544,642.2843812,-457.9418327,-111.9478414,29.61006392,2028.199599,-392.4833805,178.6425287,0.117337165,0.362236025
696,65,10.70769231,3,0.712856547,0.073381727,6.437042634,3,1,2,273.2387097,5.487207831,4.735903069,2.343826457,2.937714182,14.72333465,0.038956091,0.704321175,0.015618043,0.498555837,0.015659537,0.652803365,0.012124941,0.003713498,0,0,337.4913856,2060.055204,0,0,-251.0678768,639.4797176,-239.8690941,635.7717765,-545.5639068,-118.5232508,309.1896513,2038.543328,-449.3638305,141.8309668,0.10105364,0.304761905
696,65,10.70769231,3,0.536100952,0.1067211,6.438516343,3,1,2,268.4675325,15.98040201,12.84269006,7.155130234,9.482228087,42.05816064,-0.132220759,0.790529511,-0.078585725,0.554168253,-0.105988446,0.708793604,-0.002529381,0.008912011,0,0,156.4229419,2029.424166,0,0,-281.4021914,669.0719013,-286.3426392,612.3090271,-504.3270916,-86.43037466,153.4054638,2094.101214,-419.246247,162.6137555,0.107758621,0.34310559
696,65,10.70769231,3,0.415159223,0.113489898,6.440051758,2,1,1,263.5294118,23.25457023,23.10669596,10.09595752,4.383737988,44.91297903,0.076276736,0.498199968,0.068878069,0.35764105,0.084781549,0.481786784,0.016076316,0.006566872,0,0,56.37288956,2038.623946,0,0,-255.9693548,781.8086137,-297.1409592,578.490422,-448.0458143,-90.53751838,51.37449491,2073.413251,-395.7453872,175.8527094,0.111590038,0.317660455
696,65,10.70769231,3,0.53036909,0.128745416,6.437042634,3,1,2,273.2387097,21.9743801,21.67180016,4.272439858,14.53659508,34.07162201,-0.048084196,0.75668502,-0.032101281,0.564288701,-0.04695331,0.717786747,0.00414375,0.012539504,0,0,124.8076231,2016.761094,0,0,-264.9180332,690.7019273,-237.8463016,788.6675791,-507.9001881,-111.9442114,132.5963411,2039.659571,-437.385083,146.6458559,0.110153257,0.495714286
696,65,10.70769231,3,0.520004861,0.108382995,6.437042634,3,1,2,273.2387097,16.28704187,15.62846658,4.987741343,8.040226104,30.16267886,0.061868502,0.657750971,0.041957928,0.478072942,0.050120744,0.6233528,0.015266671,0.007716543,0,0,104.4630369,1987.488513,0,0,-270.8905865,652.9640643,-278.3544612,657.0517344,-492.9648863,-64.15022892,147.0174132,2125.908965,-431.9960627,138.553638,0.105842912,0.458488613
696,65,10.70769231,3,0.395702795,0.114763601,6.437042634,3,1,2,273.2387097,23.78083853,23.65899939,5.799691404,10.78036996,39.92569199,0.059619673,0.549911073,0.073830405,0.403773252,0.09132095,0.539768003,0.015035934,0.007334007,0,0,37.10522458,2116.634918,0,0,-281.1375936,668.3566436,-266.0773699,713.292831,-457.6767814,-122.9490327,20.8367183,2003.108995,-386.7698091,157.6187143,0.112547893,0.384865424
696,65,10.70769231,3,0.320749135,0.13388583,6.440051758,2,1,1,263.5294118,39.0316925,39.01439646,2.230380619,32.54718986,44.91241781,0.104957702,0.95392441,0.086209084,0.843556371,0.106904137,0.94458037,0.020024443,0.017062755,0,0,-25.12312843,1964.799453,0,0,-266.4366386,632.0099896,-258.8639196,662.647612,-407.0676728,-117.7706103,7.486563515,2126.009144,-350.6592573,191.9305745,0.114463602,0.416770186
696,65,10.70769231,3,0.425400868,0.135904998,6.437042634,3,1,2,273.2387097,30.47584637,30.35048516,4.577679348,23.59643478,49.4950873,0.036081036,0.674091429,0.0616441,0.493140252,0.076097205,0.640760559,0.013475719,0.012433528,0,0,65.08083656,2081.005254,0,0,-273.786,692.7713171,-263.8727503,723.3984652,-459.9936087,-105.3578117,72.60343934,2175.800994,-398.5444809,121.9516863,0.114463602,0.45242236
696,65,10.70769231,3,0.560643291,0.088362705,6.437042634,3,1,2,273.2387097,10.13116825,9.690117291,2.668382655,5.453895714,21.35110201,0.053622695,0.669851716,0.075193742,0.477144565,0.092129213,0.623616358,0.013767429,0.005226844,0,0,160.1952536,2014.595198,0,0,-285.3512086,620.0692009,-269.5092457,671.6383481,-515.9021983,-153.2248656,161.7957044,2036.04543,-417.5342025,171.9134863,0.106800766,0.386749482
696,65,10.70769231,3,0.454883889,0.105632099,6.437042634,3,1,2,273.2387097,18.0859233,19.85438062,6.352714831,6.701278423,30.19258018,0.041295444,0.691316929,0.077971541,0.524845432,0.096151621,0.672249531,0.012973386,0.007862066,0,0,95.75451599,2139.199661,0,0,-268.1068847,684.8118328,-268.8394504,715.073354,-473.1460645,-84.32691716,88.31608461,2145.5344,-428.00956,89.02262548,0.114463602,0.34068323
696,65,10.70769231,3,0.427005097,0.104644371,6.438516343,3,1,2,268.4675325,18.15413477,17.87710423,3.15163492,11.57203287,25.19506361,-0.023006017,0.677601436,-0.022320666,0.498510902,-0.032721961,0.644157181,0.00727766,0.007357495,0,0,74.45943244,2150.702647,0,0,-307.3142642,559.2066218,-265.3712498,697.0266772,-468.3550686,-64.80428436,56.39581433,2049.311235,-413.78362,99.85969365,0.114463602,0.370434783
696,65,10.70769231,3,0.475080432,0.120682413,6.440051758,2,1,1,263.5294118,21.89378253,20.94237636,6.822824592,10.68412556,35.83155978,0.052377119,0.605358545,0.058620086,0.42598744,0.072012891,0.56098474,0.01498666,0.008904823,0,0,84.23448098,1984.062736,0,0,-306.2087567,533.3331719,-268.5253662,679.1115071,-493.1426493,-134.2997697,106.801379,2052.588365,-453.7857216,-22.40951812,0.107758621,0.37378882
696,65,10.70769231,3,0.542756061,0.13826822,6.437042634,3,1,2,273.2387097,24.8579992,25.07678841,4.884978257,11.70143056,36.37270079,0.145491858,0.738876457,0.104139512,0.552321898,0.13005972,0.713559293,0.025857488,0.014238247,0,0,150.8838904,2056.354521,0,0,-284.7213807,625.3921787,-283.646044,616.2916661,-489.5763396,-18.8721524,171.3719039,2129.602323,-440.2960861,146.3866946,0.102969349,0.373706004
696,65,10.70769231,3,0.408925148,0.094344671,6.438516343,3,1,2,268.4675325,16.53164499,15.90328468,4.87658056,5.188561087,26.40693265,-0.031210461,0.639886554,-0.003386701,0.501810117,-0.009296797,0.635823111,0.006981583,0.005683773,0,0,35.67819717,1978.327546,0,0,-277.0134769,659.7969044,-281.7354747,631.5809022,-452.9326872,-113.5879175,37.37643339,2003.132847,-411.2236201,60.75908621,0.108237548,0.321759834
696,65,10.70769231,3,0.51831966,0.119268162,6.435629175,3,1,2,277.8461538,19.35524485,18.64662675,3.819662785,14.06504009,30.52926164,0.06749265,0.668300039,0.046935701,0.470755813,0.056070516,0.617538949,0.016474714,0.009405104,0,0,121.8908084,2062.058103,0,0,-278.5652399,648.6902291,-267.9851668,669.1654682,-493.4214055,-85.70974908,134.7694489,2127.005034,-419.8365505,195.4299767,0.106321839,0.377971014
696,65,10.70769231,3,0.531754775,0.109488121,6.438516343,3,1,2,268.4675325,15.96915181,15.74638524,3.092573136,11.58598971,29.47031074,0.094936648,0.781355575,0.055055734,0.565975417,0.066347636,0.729094714,0.017727744,0.009368573,0,0,168.652628,2161.476713,0,0,-261.3989987,677.0218263,-274.9693378,701.5737742,-512.4081879,-154.2321516,171.1755159,2183.721511,-442.4510765,80.3795015,0.107758621,0.311863354
696,65,10.70769231,3,0.434639953,0.085273716,6.437042634,3,1,2,273.2387097,11.72925044,11.45632821,1.735752039,8.359511184,17.96438949,0.090310757,0.763564232,0.038089843,0.488534653,0.04454318,0.631826582,0.016082395,0.005547761,0,0,57.32008324,2084.166377,0,0,-297.3705858,598.2647457,-286.022795,650.5863127,-470.9418083,-76.18347512,61.2493626,2121.492851,-422.6547553,106.3019451,0.116858238,0.329130435
696,65,10.70769231,3,0.387328657,0.099732825,6.438516343,3,1,2,268.4675325,19.0963113,19.44651856,6.461950092,4.296456876,32.51790934,0.002250294,0.555269644,0.026381576,0.421840582,0.029659429,0.566706227,0.00940398,0.00578364,0,0,37.75814185,2123.265727,0,0,-261.6913953,745.8918972,-263.4698653,727.6879558,-436.3482794,-68.00063172,2.791006291,1951.502361,-393.8064251,86.35779587,0.118773946,0.293084886
696,65,10.70769231,3,0.469454337,0.131957036,6.437042634,3,1,2,273.2387097,26.04582331,25.72458397,4.072292469,14.67935931,36.56596304,-0.036025272,0.740195171,-0.013169553,0.543922907,-0.021610876,0.687660684,0.00520953,0.012868217,0,0,104.6635962,2156.270107,0,0,-277.0048337,658.4515303,-269.6668736,758.857738,-476.4313903,-82.83502788,105.5891845,2073.786168,-427.0447229,87.79001129,0.11637931,0.364989648
696,65,10.70769231,3,0.39381694,0.118397836,6.438516343,3,1,2,268.4675325,25.35850154,23.1841487,7.339182175,14.49227893,44.60041184,0.028685504,0.623516035,0.046128781,0.438014914,0.055202456,0.579146139,0.012647472,0.008699354,0,0,11.10598207,1977.089307,0,0,-240.0580114,832.6431722,-271.2905554,742.9540612,-434.9838014,-51.51858781,31.12098675,2046.42349,-391.6246409,151.1727516,0.119252874,0.347681159
696,65,10.70769231,3,0.511749683,0.109796844,6.437042634,3,1,2,273.2387097,16.6525115,16.88786938,3.455443658,8.171073587,24.72947084,0.016590571,0.803187531,0.022333428,0.66254951,0.024411418,0.822875738,0.010927893,0.009811173,0,0,130.3751863,2059.889,0,0,-253.9590697,717.5315435,-271.6504343,676.9297806,-493.3913995,-87.88619532,129.1801804,2056.77876,-436.3923633,102.490065,0.11302682,0.29484472
696,65,10.70769231,3,0.518607186,0.111094011,6.438516343,3,1,2,268.4675325,17.50986837,17.15134732,5.957015588,4.724239291,34.57742713,0.09728392,0.458457196,0.06061309,0.299713899,0.073550141,0.403900715,0.018067288,0.005736077,0,0,125.1592193,2006.147441,0,0,-294.9945423,535.3971557,-259.3214411,740.5220849,-486.629054,-74.44633644,125.9725562,1987.375114,-422.5177185,172.8532018,0.102969349,0.369254658
696,65,10.70769231,3,0.410889831,0.131659081,6.438516343,3,1,2,268.4675325,29.90912864,30.41225552,5.507338105,15.50704231,42.74394394,-0.129775818,0.579059838,-0.079096197,0.392465973,-0.105927741,0.531447207,-0.005008789,0.010046749,0,0,52.89550711,2082.421047,0,0,-275.4935647,659.7153397,-288.4806154,617.4312415,-442.7131028,-75.86580524,46.32102675,2020.353337,-402.972172,93.78560195,0.11302682,0.369213251
696,65,10.70769231,3,0.550527587,0.105134704,6.437042634,3,1,2,273.2387097,14.46267076,13.72064522,4.057348236,8.065597405,25.68900479,-0.071236199,0.700787095,-0.022778093,0.496303154,-0.031780295,0.629660182,0.003197363,0.00771184,0,0,167.4392774,2114.885723,0,0,-277.7374581,643.7355473,-284.4749798,660.9858849,-503.0391459,-55.48892306,206.3276576,2206.989939,-429.1809149,148.2373769,0.115421456,0.396438923
696,65,10.70769231,3,0.410636798,0.10533635,6.437042634,3,1,2,273.2387097,19.9087668,19.20065831,8.971544634,6.25948526,37.14216946,0.10447448,0.617482251,0.101854929,0.465266301,0.127730291,0.620835572,0.019250877,0.006979933,0,0,43.72862541,2059.230112,0,0,-262.3261563,700.1738359,-277.4388787,709.7090021,-460.4967285,-136.7200729,31.21053603,2096.774864,-422.4587726,58.63431239,0.106800766,0.448592133
888,65,13.66153846,3,0.396285713,0.072181712,6.681607381,3,1,2,343.9183673,11.80729665,10.19209966,3.519837462,8.099945941,22.45336498,0.047977547,0.87622468,0.062785358,0.547305631,0.077291411,0.70552653,0.012346164,0.004495734,0,0,30.29287601,2623.471155,0,0,-353.7803244,885.7158089,-335.7062406,963.5824308,-598.1217459,-196.9930189,26.63345982,2583.581539,-511.3821482,221.483146,0.110735736,0.327694076
696,65,10.70769231,3,0.503371746,0.117016366,6.440051758,2,1,1,263.5294118,20.43689279,21.38838408,9.640097479,5.402173214,37.94316557,-0.027526464,0.702069295,-0.015308135,0.541820637,-0.024032582,0.694069339,0.006467329,0.010028035,0,0,126.4898557,2061.055318,0,0,-277.3548189,655.3862455,-266.3647619,686.4099935,-473.7474809,-56.55461726,123.7046199,2025.652968,-451.9925864,-12.63077994,0.113984674,0.318985507
696,65,10.70769231,3,0.451759812,0.113291654,6.437042634,3,1,2,273.2387097,21.09749091,20.73512431,8.541814323,8.450657756,39.07497074,-0.105037953,0.737170028,-0.074002659,0.565890621,-0.099886286,0.726617145,-0.000596954,0.009476149,0,0,75.13862347,2100.741444,0,0,-287.3636038,646.808213,-281.597439,674.585273,-473.1832124,-77.55269756,89.58259536,2129.070113,-406.852504,147.1442938,0.107758621,0.337701863
696,65,10.70769231,3,0.449414605,0.13283204,6.437042634,3,1,2,273.2387097,27.51341215,27.14784804,4.628416412,14.82326298,42.50454128,-0.08046049,0.800497972,-0.040360865,0.627440433,-0.057190559,0.770568769,0.000533749,0.014084371,0,0,74.79733593,2105.865675,0,0,-267.883272,765.0928991,-262.0108436,734.9894304,-455.1609263,3.015447323,84.09123602,2116.250947,-404.2069072,173.7366326,0.115900383,0.36068323
888,65,13.66153846,3,0.503861999,0.102733863,6.67929921,3,1,2,353.4545455,20.87114151,20.38917952,10.6232707,4.735278995,44.95734843,0.00297146,0.547047556,0.007738621,0.419521669,0.005565767,0.556106012,0.010484504,0.006050411,0,0,137.7450063,2619.401906,0,0,-358.6246117,839.3853873,-310.9888679,1020.018499,-641.2701641,-167.6312552,181.2674113,2717.596367,-545.713347,192.1544136,0.113363363,0.342236977
696,65,10.70769231,3,0.493394108,0.106233223,6.438516343,3,1,2,268.4675325,17.1596197,16.63186155,7.905877966,5.912752384,35.38855785,0.015612293,0.518789638,0.007299183,0.373405311,0.00480507,0.496066229,0.010645819,0.005904841,0,0,110.3075765,2087.801811,0,0,-264.6895667,716.9090678,-272.9221921,657.9492772,-480.1895717,-46.13601441,112.7234572,2037.623774,-429.6902576,141.844842,0.116858238,0.288695652
696,65,10.70769231,3,0.496303644,0.090538154,6.437042634,3,1,2,273.2387097,12.46762011,13.50647912,4.212251442,3.736244639,23.06828124,-0.011913622,0.607793691,-0.022890733,0.474801938,-0.034691104,0.622997838,0.008832061,0.005115858,0,0,108.991314,2056.208104,0,0,-245.9952989,743.3585481,-306.2145754,626.7725988,-487.5759968,-69.90151477,85.18534914,1994.927244,-416.1796598,168.7146049,0.112068966,0.428074534
696,65,10.70769231,3,0.539850523,0.096339527,6.438516343,3,1,2,268.4675325,12.01529438,11.73490391,1.619535005,9.408074848,17.04215455,-0.083653968,0.881740316,-0.047989668,0.677257593,-0.06686633,0.837297214,0.002691828,0.008168577,0,0,140.6621923,2051.890655,0,0,-263.068912,776.3503039,-292.7677551,590.6467284,-510.8024164,-111.013706,162.5841568,2146.482106,-463.5911657,48.98823616,0.114463602,0.406563147
696,65,10.70769231,3,0.441716112,0.140098269,6.438516343,3,1,2,268.4675325,31.26298492,32.18101308,5.742850652,17.24385065,42.68492443,0.052505967,0.686197733,0.052690785,0.508335175,0.06354516,0.654545369,0.01481313,0.013558602,0,0,75.235451,2072.037535,0,0,-261.6445824,732.6796052,-263.6558324,719.8329751,-468.0715208,-131.592044,73.86941126,2034.502684,-416.370878,113.4229365,0.116858238,0.389192547
696,65,10.70769231,3,0.466434478,0.109600664,6.438516343,3,1,2,268.4675325,19.28969391,21.57629056,8.235659311,2.462502443,33.30192389,0.006643446,0.72379765,0.019673221,0.525207619,0.022082925,0.676247075,0.009811872,0.009100404,0,0,100.7263268,2064.180713,0,0,-259.0219235,705.127249,-269.3658468,746.8720462,-489.2206543,-148.9358311,77.4925613,2016.115252,-422.0811874,139.8614738,0.101532567,0.336459627
696,65,10.70769231,3,0.491507448,0.117302319,6.438516343,3,1,2,268.4675325,20.38525186,20.16344079,7.516339174,9.84200181,39.70251387,0.002524802,0.679940817,0.012261708,0.509288827,0.010531052,0.654409923,0.010017462,0.009437445,0,0,137.4707808,2176.984058,0,0,-279.9735858,637.3145028,-245.6996067,753.0842179,-493.2482058,-144.8454552,103.7223258,2021.92272,-418.9208722,162.6329173,0.108237548,0.374865424
696,65,10.70769231,3,0.53598024,0.112186383,6.437042634,3,1,2,273.2387097,16.97964219,16.01608093,6.062873341,5.110304378,37.59563484,-0.041298473,0.70359466,0.005693632,0.558735591,0.002743919,0.713288831,0.006000833,0.008912461,0,0,139.1704758,2081.371624,0,0,-246.5001378,766.4392477,-268.7198709,664.9108532,-499.9511678,-68.26796377,149.5336674,2092.228163,-448.1316067,101.120805,0.117816092,0.305859213
552,65,8.492307692,3,0.551196557,0.106047705,6.206435961,3,1,2,214.2439024,11.41496607,10.89278981,1.807096756,9.145907973,18.93323685,-0.002673559,0.683677629,-0.005925588,0.45485418,-0.012581127,0.589617968,0.009017546,0.007631318,0,0,108.1911853,1545.038578,0,0,-220.4607656,534.3848811,-213.7981933,535.9787818,-404.0452945,-65.79669202,105.4107699,1592.551244,-332.2301352,189.3711721,0.117149758,0.338863636
696,65,10.70769231,3,0.495922749,0.126980623,6.437042634,3,1,2,273.2387097,23.77434274,24.71997542,6.362359807,6.612695093,35.55927925,0.012132355,0.527626689,0.011564302,0.380528952,0.010621923,0.507186434,0.010390215,0.008695897,0,0,106.6469472,2082.720604,0,0,-272.0670542,700.020525,-267.6874488,713.4440969,-489.9867946,-114.041209,114.3765739,2083.050701,-419.6459646,148.777169,0.104885057,0.477204969
696,65,10.70769231,3,0.464165058,0.130733912,6.437042634,3,1,2,273.2387097,25.94243834,25.32643135,5.221430379,12.15014369,39.65937319,0.032697909,0.682126925,0.035251969,0.509758696,0.04214863,0.656177294,0.013153201,0.011830715,0,0,89.90242385,2078.736485,0,0,-279.3071818,721.3841002,-278.4471429,687.3268239,-484.2516537,-101.8427541,85.13970344,2076.325257,-412.8898101,199.3410003,0.113984674,0.450869565
696,65,10.70769231,3,0.421966073,0.111901348,6.437042634,3,1,2,273.2387097,20.97798722,21.43098493,4.099472773,10.04145862,30.29548369,-0.041175633,0.707403376,0.000961979,0.544344946,-0.003084861,0.700007606,0.005517072,0.008940979,0,0,42.32091945,2073.763645,0,0,-301.9901845,583.0578685,-276.9720647,675.0212833,-460.7961952,-66.21511528,59.94279924,2117.324257,-408.0990295,182.4472714,0.111111111,0.30173913
664,65,10.21538462,3,0.466009991,0.131007575,6.391567665,3,1,2,255.8911565,24.76738845,24.62236624,4.097049638,15.39679407,37.46009181,-0.202578669,0.712652963,-0.136013751,0.511054221,-0.179821086,0.663933955,-0.013094166,0.012263829,0,0,98.43510467,1963.659271,0,0,-245.5683414,684.565768,-264.4329425,620.7783343,-458.1588989,-89.4515687,90.06384821,1965.613351,-392.7092304,154.4037081,0.112449799,0.375146992
696,65,10.70769231,3,0.391272297,0.129698793,6.438516343,3,1,2,268.4675325,31.03529463,31.13635735,8.59472826,12.7248669,50.41541373,-0.059676949,0.587429864,-0.024818225,0.42902013,-0.03725164,0.551625494,0.002069654,0.010242418,0,0,38.49808513,2109.899163,0,0,-252.7651879,758.8361299,-272.1305856,617.6196581,-449.0652128,-107.3022156,48.20303345,2125.627947,-405.4765359,128.6543378,0.102969349,0.33173913
696,65,10.70769231,3,0.460246731,0.116529231,6.440051758,2,1,1,263.5294118,21.12983723,20.12066227,7.207617615,9.302022387,40.41931183,0.056211128,0.587696146,0.047837192,0.395695041,0.05790843,0.531107244,0.015407295,0.008039722,0,0,89.78922584,2078.417201,0,0,-284.1135215,623.4949848,-287.81723,612.5188947,-474.3543413,-110.3098121,102.6039412,2064.670157,-403.09873,186.8509373,0.118295019,0.386563147
696,65,10.70769231,3,0.490570515,0.112276275,6.440051758,2,1,1,263.5294118,19.53891571,20.73196175,7.993550912,5.391529591,39.24362414,0.012292977,0.690663026,0.017254731,0.521258759,0.018072047,0.672890706,0.010584616,0.008939337,0,0,114.6712118,2056.327331,0,0,-275.3503217,610.2628618,-287.0542604,586.1572703,-496.7039896,-146.7155231,129.5980915,2115.230336,-405.084304,153.734562,0.113505747,0.429772257
696,65,10.70769231,3,0.416797841,0.120671877,6.437042634,3,1,2,273.2387097,24.59355003,23.26291195,3.880917544,19.5950367,34.99916765,-0.069444297,0.803504324,-0.022112163,0.581907425,-0.033134144,0.736733027,0.002259022,0.01167433,0,0,50.91577799,2136.722311,0,0,-281.0408948,714.4599736,-274.2186758,710.7840156,-468.683406,-140.0958581,72.11747089,2241.107457,-417.1895908,70.34534262,0.114942529,0.323478261
696,65,10.707692,3,0.446042,0.114428,6.438516,3,1,2,268.467532,21.516117,21.696965,7.337374,7.897252,45.151439,-0.008843,0.486812,0.001349,0.347337,-0.0033,0.468004,0.008589,0.006229,0,0,68.381283,2076.858035,0,0,-312.246634,546.43392,-265.427409,685.333907,-457.204562,-57.903581,109.841691,2233.467897,-409.305387,110.494781,0.106322,0.475714
